C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_106.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_106.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_106.jpg,0,0,0,8.023006E-06
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_175.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_175.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_175.jpg,0,0,0,1.108035E-06
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_247.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_247.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_247.jpg,0,0,0,3.708008E-06
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_319.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_319.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_319.jpg,0,0,0,7.052352E-06
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_391.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_391.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_391.jpg,0,0,0,1.178207E-05
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_464.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_464.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_464.jpg,0,0.2167839,0,0.1459934
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_535.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_535.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_535.jpg,0,0.4075002,0,0.3694548
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_606.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_606.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_606.jpg,0,0.6445628,0,0.8686868
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_677.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_677.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_677.jpg,0,0.8336693,0,1.371132
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_750.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_750.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_750.jpg,-0.05,1,0,2.281253
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_820.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_820.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_820.jpg,-0.2,1,0,2.982161
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_896.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_896.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_896.jpg,0,1,0,3.908631
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_03_965.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_03_965.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_03_965.jpg,0,1,0,4.841197
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_04_038.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_04_038.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_04_038.jpg,0,1,0,5.537027
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_04_111.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_04_111.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_04_111.jpg,0,1,0,6.458614
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_04_180.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_04_180.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_04_180.jpg,0,1,0,7.145087
C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\center_2023_10_10_22_13_04_254.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\left_2023_10_10_22_13_04_254.jpg,C:\Users\eyabo\OneDrive\Bureau\simulation_data\IMG\right_2023_10_10_22_13_04_254.jpg,-0.2,1,0,8.044801
